0.23,40
0.25,40
0.22,40
0.2,40
0.2,40
0.19,40
0.19,40
0.2,40
0.2,40
0.19,40
0.22,40
0.22,40
0.22,40
0.2,40
0.2,40
0.31,50
0.32,50
0.3,50
0.3,50
0.3,50
0.3,50
0.29,50
0.28,50
0.32,50
0.32,50
0.32,50
0.29,50
0.32,50
0.32,50
0.3,50
0.48,60
0.46,60
0.38,60
0.39,60
0.44,60
0.39,60
0.43,60
0.43,60
0.49,60
0.42,60
0.43,60
0.44,60
0.43,60
0.42,60
0.42,60
0.43,60
0.41,60
0.42,60
0.47,60
0.48,60
0.42,60
0.6,70
0.6,70
0.66,70
0.64,70
0.7,70
0.66,70
0.55,70
0.65,70
0.59,70
0.59,70
0.6,70
0.6,70
0.6,70
0.6,70
0.55,70
0.59,70
0.8,70
0.61,70
0.56,70
0.56,70
0.74,80
0.67,80
0.72,80
0.72,80
0.8,80
0.73,80
0.66,80
0.67,80
0.73,80
0.73,80
0.72,80
0.72,80
0.72,80
0.66,80
0.72,80
0.72,80
0.71,80
0.71,80
0.72,80
0.72,80
0.65,80
0.82,90
0.83,90
0.88,90
0.81,90
0.82,90
0.76,90
0.82,90
0.85,90
0.77,90
0.86,90
0.94,90
0.77,90
0.69,90
0.84,90
0.78,90
0.77,90
0.77,90
0.78,90
0.77,90
0.79,90
0.87,100
1.14,100
0.94,100
0.95,100
0.88,100
0.8,100
0.87,100
0.96,100
0.98,100
0.98,100
1.08,100
1.06,100
0.95,100
0.95,100
0.94,100
0.96,100
0.97,100
1.05,100
1.25,100
1.07,100
0.98,100
0.89,100
1.16,100
0.98,100
0.27,40
0.29,40
0.28,40
0.27,40
0.27,40
0.26,40
0.25,40
0.25,40
0.24,40
0.24,40
0.24,40
0.25,40
0.24,40
0.25,40
0.24,40
0.25,40
0.25,40
0.36,50
0.36,50
0.34,50
0.34,50
0.34,50
0.33,50
0.33,50
0.34,50
0.34,50
0.33,50
0.33,50
0.32,50
0.31,50
0.32,50
0.31,50
0.32,50
0.31,50
0.3,50
0.31,50
0.32,50
0.32,50
0.31,50
0.31,50
0.36,60
0.36,60
0.38,60
0.39,60
0.38,60
0.39,60
0.4,60
0.42,60
0.42,60
0.42,60
0.4,60
0.43,60
0.43,60
0.41,60
0.4,60
0.43,60
0.42,60
0.41,60
0.41,60
0.42,60
0.42,60
0.4,60
0.4,60
0.41,60
0.41,60
0.52,70
0.52,70
0.51,70
0.5,70
0.49,70
0.5,70
0.5,70
0.5,70
0.55,70
0.54,70
0.53,70
0.59,70
0.52,70
0.5,70
0.52,70
0.52,70
0.54,70
0.54,70
0.55,70
0.55,70
0.54,70
0.52,70
0.51,70
0.51,70
0.54,70
0.54,70
0.53,70
0.54,70
0.68,80
0.65,80
0.66,80
0.69,80
0.69,80
0.68,80
0.68,80
0.66,80
0.64,80
0.67,80
0.69,80
0.7,80
0.71,80
0.71,80
0.69,80
0.69,80
0.63,80
0.61,80
0.65,80
0.65,80
0.67,80
0.64,80
0.62,80
0.67,80
0.67,80
0.75,90
0.77,90
0.8,90
0.8,90
0.8,90
0.76,90
0.76,90
0.83,90
0.8,90
0.77,90
0.77,90
0.8,90
0.8,90
0.77,90
0.74,90
0.73,90
0.75,90
0.75,90
0.75,90
0.71,90
0.75,90
0.83,90
0.82,90
0.73,90
0.75,90
0.78,90
0.85,90
0.84,90
0.8,90
0.92,100
0.98,100
0.95,100
0.93,100
0.9,100
0.91,100
0.94,100
0.91,100
0.88,100
0.91,100
0.93,100
1.04,100
1.02,100
1.05,100
1.01,100
0.98,100
1.0,100
1.02,100
1.05,100
1.08,100
0.98,100
0.98,100
0.98,100
0.98,100
1.0,100
0.95,100
0.95,100
0.89,100
0.96,100
0.93,100
1.02,100
1.02,100
1.02,100
