Data,Hora,MachineID,FieldID,LatUTM(m),LongUTM(m),Lat(º),Long(º),Speed (m/s),GPS Status,PopSeed(Plant/ha),FertRt(kg/ha),FertWgt(kg),Mean Op Cap(ha/h),Instantanea OpCap(ha/h),Time Operation,Area(ha),Row Spacing(m),Holes, seed_germ (%), SeedByM, FertByM, Seed Mode, Fert Mode
30/01/19,11:37:11,M-1,F-2,721509.762270099,7701614.133273048,-20.772109333333333,-42.87222166666667,0.0,A,0,0,24.2,14930.0,0.0,0.02,298.6,0.75,28,95,0.0,0.0,OFF,OFF
30/01/19,11:37:15,M-1,F-2,721509.7690788951,7701614.650000542,-20.772104666666667,-42.87222166666667,0.0,A,0,0,24.7,14930.0,0.0,0.02,298.6,0.75,28,95,0.0,0.0,OFF,OFF
30/01/19,11:37:19,M-1,F-2,721509.8614550463,7701615.073311748,-20.772100833333333,-42.87222083333333,0.0,A,0,0,24.7,14930.0,0.0,0.02,298.6,0.75,28,95,0.0,0.0,OFF,OFF
30/01/19,11:37:23,M-1,F-2,721509.935988215,7701615.459942551,-20.772097333333335,-42.872220166666665,1.0,A,32500,0,24.7,14990.0,2857.143,0.02,299.8,0.75,28,95,2.6,0.0,FIX,OFF
30/01/19,11:37:27,M-1,F-2,721510.0792184448,7701615.790294875,-20.77209433333333,-42.872218833333335,1.0,A,42500,0,24.8,15390.0,2857.143,0.02,307.8,0.75,28,95,3.4,0.0,FIX,OFF
30/01/19,11:37:31,M-1,F-2,721510.2197737925,7701615.917647112,-20.772093166666668,-42.8722175,1.0,A,52500,0,24.7,15790.0,2857.143,0.02,315.8,0.75,28,95,4.1,0.0,FIX,OFF
30/01/19,11:37:35,M-1,F-2,721510.3097182418,7701616.156412782,-20.772091,-42.87221666666667,1.0,A,52500,0,24.6,16190.0,2857.143,0.02,323.8,0.75,28,95,4.1,0.0,FIX,OFF
30/01/19,11:37:39,M-1,F-2,721510.295766001,7701616.415005234,-20.772088666666665,-42.87221683333333,1.0,A,62500,0,24.4,16590.0,2857.143,0.02,331.8,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,11:37:43,M-1,F-2,721510.3309656321,7701616.4514569305,-20.772088333333333,-42.8722165,1.0,A,62500,0,24.3,16990.0,2857.143,0.02,339.8,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:31,M-1,F-2,721505.8947488555,7701613.095226351,-20.772119166666666,-42.87225866666667,0.0,A,62500.0,0,24.3,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:35,M-1,F-2,721506.1435778353,7701613.534933817,-20.772115166666666,-42.87225633333333,0.0,A,62500.0,0,24.3,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:39,M-1,F-2,721505.8658715866,7701613.538593026,-20.772115166666666,-42.872259,0.0,A,62500.0,0,24.3,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:43,M-1,F-2,721505.5199546099,7701613.6354397945,-20.772114333333334,-42.87226233333333,0.0,A,62500.0,0,24.2,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:47,M-1,F-2,721505.313863421,7701613.804275172,-20.772112833333335,-42.872264333333334,0.0,A,62500.0,0,24.1,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:51,M-1,F-2,721505.3338948926,7701614.007046554,-20.772111,-42.87226416666667,0.0,A,62500.0,0,24.1,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:55,M-1,F-2,721505.8061717044,7701614.277689948,-20.7721085,-42.872259666666665,0.0,A,62500.0,0,24.0,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:17:59,M-1,F-2,721506.3131618141,7701614.547875929,-20.772106,-42.872254833333336,0.0,A,62500.0,0,24.3,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:18:03,M-1,F-2,721506.7683251849,7701614.837202551,-20.772103333333334,-42.8722505,0.0,A,62500.0,0,24.2,17150.0,0.0,0.02,343.0,0.75,28,95,4.9,0.0,FIX,OFF
30/01/19,12:20:28,M-1,F-2,721510.2453690873,7701609.955454125,-20.772147,-42.8722165,0.0,A,0,0,24.3,17150.0,0.0,0.02,343.0,0.75,28,95,0.0,0.0,OFF,OFF
30/01/19,12:20:32,M-1,F-2,721510.1923264869,7701609.882322027,-20.772147666666665,-42.872217,1.0,A,5000,0,24.3,17400.0,2857.143,0.02,348.0,0.75,28,95,0.4,0.0,FIX,OFF
30/01/19,12:20:36,M-1,F-2,721510.1385543696,7701609.753826268,-20.772148833333333,-42.8722175,1.0,A,32500,0,24.2,17800.0,2857.143,0.02,356.0,0.75,28,95,2.6,0.0,FIX,OFF
30/01/19,12:22:07,M-1,F-2,721507.4615583217,7701612.114777766,-20.772127833333332,-42.8722435,0.0,A,40000.0,0,24.3,17810.0,0.0,0.02,356.2,0.75,28,95,3.2,0.0,FIX,OFF
30/01/19,12:22:11,M-1,F-2,721507.1359160437,7701612.432850508,-20.772125,-42.87224666666667,1.0,A,40000.0,0,24.2,18150.0,2857.143,0.02,363.0,0.75,28,95,3.2,0.0,FIX,OFF
30/01/19,12:22:15,M-1,F-2,721506.585610108,7701612.827714574,-20.7721215,-42.872252,1.0,A,40000.0,0,24.2,18550.0,2857.143,0.02,371.0,0.75,28,95,3.2,0.0,FIX,OFF
30/01/19,12:22:19,M-1,F-2,721505.7588137395,7701613.31851059,-20.772117166666668,-42.87226,1.0,A,40000.0,0,24.1,18950.0,2857.143,0.02,379.0,0.75,28,95,3.2,0.0,FIX,OFF
30/01/19,12:22:23,M-1,F-2,721505.0349413382,7701613.715661602,-20.772113666666666,-42.872267,1.0,A,50000.0,0,24.2,19350.0,2857.143,0.02,387.0,0.75,28,95,3.9,0.0,FIX,OFF
30/01/19,12:22:27,M-1,F-2,721504.3286687115,7701614.131038432,-20.77211,-42.87227383333333,1.0,A,50000.0,0,24.0,19750.0,2857.143,0.02,395.0,0.75,28,95,3.9,0.0,FIX,OFF
30/01/19,12:22:31,M-1,F-2,721503.8646595359,7701614.487849796,-20.772106833333332,-42.872278333333334,1.0,A,50000.0,0,24.1,20150.0,2857.143,0.02,403.0,0.75,28,95,3.9,0.0,FIX,OFF
30/01/19,12:22:35,M-1,F-2,721503.7979077827,7701614.69176467,-20.772105,-42.872279,1.0,A,60000.0,0,24.0,20550.0,2857.143,0.02,411.0,0.75,28,95,4.7,0.0,FIX,OFF
30/01/19,12:24:39,M-1,F-2,721504.766199726,7701618.352099668,-20.77207183333333,-42.87227016666667,0.0,A,60000.0,0,24.3,20940.0,0.0,0.02,418.8,0.75,28,95,4.7,0.0,FIX,OFF
30/01/19,12:24:43,M-1,F-2,721504.6097467524,7701618.335703403,-20.772072,-42.87227166666667,0.0,A,60000.0,0,24.3,20940.0,0.0,0.02,418.8,0.75,28,95,4.7,0.0,FIX,OFF
30/01/19,12:24:47,M-1,F-2,721504.4173646637,7701618.22749177,-20.772073,-42.8722735,0.0,A,60000.0,0,24.3,20940.0,0.0,0.02,418.8,0.75,28,95,4.7,0.0,FIX,OFF
30/01/19,12:24:51,M-1,F-2,721504.2587232079,7701618.045004528,-20.77207466666667,-42.872275,0.0,A,60000.0,0,24.2,20940.0,0.0,0.02,418.8,0.75,28,95,4.7,0.0,FIX,OFF
30/01/19,12:24:55,M-1,F-2,721504.238934915,7701617.860687698,-20.772076333333334,-42.87227516666667,0.0,A,60000.0,0,24.2,20940.0,0.0,0.02,418.8,0.75,28,95,4.7,0.0,FIX,OFF
