LogID,Log_Bt,Date,Time (UTC),MachineID,FieldID,LatUTM(m),LongUTM(m),Lat(º),Long(º),Speed (m/s),GPS PDOP ,PopSeed(Plant/ha),FertRt(kg/ha),FertWgt(kg),Mean Op Cap(m2/h),Time Operation (h),Area(m2),Row Spacing(m),Holes, seed_germ (%), SeedByM, FertByM, Seed Mode, Fert Mode,Remote Status,Duty Seed, Calc Rot Seed, Real Rot Seed
1015,27,25/05/19,12:54:47,M0,F0,724695.2728810688,7704352.384603731,-20.747002666666667,-42.84198966666666,0.99,1.36,60000,0.0,0.1,0.0,0.2842,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1016,27,25/05/19,12:54:48,M0,F0,724694.7636661886,7704353.258930381,-20.746994833333332,-42.841994666666665,0.99,1.36,60000,0.0,0.1,0.0,0.28448,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1017,27,25/05/19,12:54:49,M0,F0,724694.3414964735,7704354.150553143,-20.746986833333334,-42.841998833333335,0.99,1.36,60000,0.0,0.1,0.0,0.28476,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1018,27,25/05/19,12:54:50,M0,F0,724693.8317887925,7704354.98797019,-20.746979333333332,-42.84200383333334,0.99,1.36,60000,0.0,0.1,0.0,0.28504,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1019,27,25/05/19,12:54:51,M0,F0,724693.3042285908,7704355.788709382,-20.746972166666666,-42.842009,0.99,1.36,60000,0.0,0.1,0.0,0.28532,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1020,28,25/05/19,12:54:52,M0,F0,724692.7764219916,7704356.57099377,-20.746965166666666,-42.842014166666665,0.98,1.36,60000,0.0,0.1,0.0,0.2856,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1021,28,25/05/19,12:54:53,M0,F0,724692.2476299648,7704357.279459011,-20.746958833333334,-42.84201933333333,0.98,1.36,40000,0.0,0.1,0.0,0.28588,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,50.41726,0.38,0
1022,28,25/05/19,12:54:54,M0,F0,724691.7885233493,7704358.005452108,-20.746952333333333,-42.842023833333336,0.99,1.36,40000,0.0,0.1,0.0,0.28616,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1023,28,25/05/19,12:54:55,M0,F0,724691.3123032562,7704358.750131693,-20.746945666666665,-42.8420285,0.99,1.36,40000,0.0,0.1,0.0,0.28644,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1024,28,25/05/19,12:54:56,M0,F0,724690.7507622696,7704359.606698575,-20.746938,-42.842034,0.99,1.36,40000,0.0,0.1,0.0,0.28672,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1025,28,25/05/19,12:54:57,M0,F0,724690.173339488,7704360.574225843,-20.746929333333334,-42.842039666666665,0.99,1.36,40000,0.0,0.1,0.0,0.287,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1026,28,25/05/19,12:54:58,M0,F0,724689.6122910565,7704361.467702236,-20.746921333333333,-42.842045166666665,0.99,1.36,40000,0.0,0.1,0.0,0.28728,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1027,28,25/05/19,12:54:59,M0,F0,724689.1211743724,7704362.397161272,-20.746913,-42.84205,0.99,1.36,40000,0.0,0.1,0.0,0.28756,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1028,28,25/05/19,12:55:00,M0,F0,724688.7183345851,7704363.436190357,-20.746903666666668,-42.842054,0.99,1.36,40000,0.0,0.1,0.0,0.28784,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1029,28,25/05/19,12:55:01,M0,F0,724688.2790508001,7704364.346499409,-20.7468955,-42.842058333333334,0.99,1.36,40000,0.0,0.1,0.0,0.28812,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1030,28,25/05/19,12:55:02,M0,F0,724687.9082207538,7704365.182062432,-20.746888,-42.842062,0.99,1.46,40000,0.0,0.1,0.0,0.2884,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1031,28,25/05/19,12:55:03,M0,F0,724687.4711539086,7704366.258464476,-20.746878333333335,-42.842066333333335,0.99,1.36,40000,0.0,0.1,0.0,0.28868,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1032,28,25/05/19,12:55:04,M0,F0,724686.8768635631,7704367.263132868,-20.746869333333333,-42.84207216666667,0.99,1.36,40000,0.0,0.1,0.0,0.28896,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1033,28,25/05/19,12:55:05,M0,F0,724686.4013819655,7704368.063176606,-20.746862166666666,-42.84207683333333,0.99,1.36,40000,0.0,0.1,0.0,0.28924,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1034,28,25/05/19,12:55:06,M0,F0,724685.9946004689,7704368.806929104,-20.7468555,-42.842080833333334,0.99,1.46,40000,0.0,0.1,0.0,0.28952,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1035,29,25/05/19,12:55:07,M0,F0,724685.5359858993,7704369.569831527,-20.746848666666665,-42.84208533333333,0.99,1.46,40000,0.0,0.1,0.0,0.2898,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1036,29,25/05/19,12:55:08,M0,F0,724685.1830080368,7704370.442072304,-20.746840833333334,-42.842088833333335,0.99,1.36,40000,0.0,0.1,0.0,0.29008,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,51.38703,0.39,0
1037,29,25/05/19,12:55:09,M0,F0,724684.6723140043,7704371.205669848,-20.746834,-42.84209383333334,0.99,1.36,0,0.0,0.1,0.0,0.29036,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1038,29,25/05/19,12:55:10,M0,F0,724684.0924270863,7704371.988649026,-20.746827,-42.8420995,0,1.42,0,0.0,0.1,0.0,0.29064,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1039,29,25/05/19,12:55:11,M0,F0,724683.8386811903,7704372.490403851,-20.7468225,-42.842102,0,1.46,0,0.0,0.1,0.0,0.29092,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1040,29,25/05/19,12:55:12,M0,F0,724683.7176553052,7704372.52893543,-20.746822166666668,-42.84210316666667,0,1.46,0,0.0,0.1,0.0,0.2912,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1041,29,25/05/19,12:55:13,M0,F0,724683.6650832618,7704372.492721019,-20.7468225,-42.84210366666667,0,1.46,0,0.0,0.1,0.0,0.29148,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1042,29,25/05/19,12:55:14,M0,F0,724683.6819503888,7704372.455579743,-20.746822833333333,-42.8421035,0,1.46,0,0.0,0.1,0.0,0.29176,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1043,29,25/05/19,13:03:04,M0,F0,724682.888689453,7704371.561722756,-20.746831,-42.842111,0,1.38,0,0.0,0.1,0.0,0.29204,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1044,29,25/05/19,13:03:05,M0,F0,724682.8889357849,7704371.580177536,-20.746830833333334,-42.842111,0,1.38,0,0.0,0.1,0.0,0.29232,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1045,29,25/05/19,13:03:06,M0,F0,724682.8720686566,7704371.617318813,-20.7468305,-42.84211116666667,0,1.38,0,0.0,0.1,0.0,0.2926,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1046,29,25/05/19,13:03:07,M0,F0,724682.8554478608,7704371.672914869,-20.74683,-42.842111333333335,0,1.38,0,0.0,0.1,0.0,0.29288,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1047,29,25/05/19,13:03:08,M0,F0,724682.8742856437,7704371.783411834,-20.746828999999998,-42.84211116666667,0,1.38,0,0.0,0.1,0.0,0.29316,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1048,29,25/05/19,13:03:09,M0,F0,724682.8239305909,7704371.913290444,-20.746827833333334,-42.84211166666667,0,1.38,0,0.0,0.1,0.0,0.29344,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1049,29,25/05/19,13:03:10,M0,F0,724682.7557230811,7704372.00649121,-20.746827,-42.84211233333333,0.47,1.29,0,0.0,0.1,0.0,0.29372,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1050,29,25/05/19,13:03:11,M0,F0,724682.6523033228,7704372.063245844,-20.7468265,-42.84211333333333,0.39,1.45,0,0.0,0.1,0.0,0.294,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1051,29,25/05/19,13:03:12,M0,F0,724682.5166272931,7704372.305011714,-20.746824333333333,-42.84211466666667,0.45,1.31,0,0.0,0.1,0.0,0.29428,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1052,29,25/05/19,13:03:13,M0,F0,724682.3320741861,7704372.7873848695,-20.74682,-42.8421165,0.5,1.29,0,0.0,0.1,0.0,0.29456,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1053,29,25/05/19,13:03:14,M0,F0,724682.1856892883,7704373.527661511,-20.746813333333332,-42.842118,0,1.38,0,0.0,0.1,0.0,0.29484,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1054,29,25/05/19,13:03:15,M0,F0,724682.6035559953,7704373.61437424,-20.7468125,-42.842114,0,1.38,0,0.0,0.1,0.0,0.29512,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1055,29,25/05/19,13:03:16,M0,F0,724682.8280016575,7704373.5190880345,-20.746813333333332,-42.842111833333334,0,1.38,0,0.0,0.1,0.0,0.2954,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1056,29,25/05/19,13:03:17,M0,F0,724682.7416953521,7704373.557156174,-20.746813,-42.842112666666665,0,1.38,0,0.0,0.1,0.0,0.29568,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1057,29,25/05/19,13:03:18,M0,F0,724682.724335558,7704373.55738789,-20.746813,-42.84211283333333,0,1.29,0,0.0,0.1,0.0,0.29596,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1058,29,25/05/19,13:03:19,M0,F0,724682.7240892265,7704373.5389331095,-20.746813166666666,-42.84211283333333,0,1.29,0,0.0,0.1,0.0,0.29624,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1059,29,25/05/19,13:03:20,M0,F0,724682.7240892265,7704373.5389331095,-20.746813166666666,-42.84211283333333,0,1.29,0,0.0,0.1,0.0,0.29652,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1060,29,25/05/19,13:03:21,M0,F0,724682.706729433,7704373.539164825,-20.746813166666666,-42.842113,0,1.29,0,0.0,0.1,0.0,0.2968,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1061,29,25/05/19,13:03:22,M0,F0,724682.6891233074,7704373.52094176,-20.746813333333332,-42.842113166666664,0,1.29,0,0.0,0.1,0.0,0.29708,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1062,29,25/05/19,13:03:23,M0,F0,724682.6891233074,7704373.52094176,-20.746813333333332,-42.842113166666664,0,1.29,0,0.0,0.1,0.0,0.29736,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1063,29,25/05/19,13:03:24,M0,F0,724682.7409563574,7704373.501791833,-20.746813500000002,-42.842112666666665,0,1.38,0,0.0,0.1,0.0,0.29764,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1064,29,25/05/19,13:03:25,M0,F0,724682.8443761249,7704373.445037198,-20.746814,-42.84211166666667,0,1.38,0,0.0,0.1,0.0,0.29792,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1065,29,25/05/19,13:03:26,M0,F0,724682.8959628423,7704373.407432489,-20.746814333333333,-42.84211116666667,0,1.38,0,0.0,0.1,0.0,0.2982,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1066,29,25/05/19,13:03:27,M0,F0,724682.8451151199,7704373.500401538,-20.746813500000002,-42.84211166666667,0,1.38,0,0.0,0.1,0.0,0.29848,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1067,29,25/05/19,13:03:28,M0,F0,724682.8808200341,7704373.573757227,-20.746812833333333,-42.842111333333335,0,1.29,0,0.0,0.1,0.0,0.29876,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1068,29,25/05/19,13:03:29,M0,F0,724682.9003968128,7704373.739618532,-20.746811333333333,-42.84211116666667,0,1.29,0,0.0,0.1,0.0,0.29904,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1069,29,25/05/19,13:03:30,M0,F0,724682.6925719479,7704373.779308682,-20.746811,-42.842113166666664,0,1.58,0,0.0,0.1,0.0,0.29932,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1070,29,25/05/19,13:03:31,M0,F0,724682.8113808589,7704373.574684091,-20.746812833333333,-42.842112,0,1.38,0,0.0,0.1,0.0,0.2996,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1071,29,25/05/19,13:03:32,M0,F0,724683.0874132373,7704373.441793174,-20.746814,-42.84210933333333,0.6,1.38,0,0.0,0.1,0.0,0.29988,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1072,29,25/05/19,13:03:33,M0,F0,724683.4693286997,7704373.436695412,-20.746814,-42.84210566666667,0.56,1.29,0,0.0,0.1,0.0,0.30016,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1073,29,25/05/19,13:03:34,M0,F0,724683.7436367432,7704373.17462102,-20.746816333333335,-42.842103,0.56,1.38,0,0.0,0.1,0.0,0.30044,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1074,29,25/05/19,13:03:35,M0,F0,724684.0484767024,7704372.598351926,-20.7468215,-42.8421,0.54,1.38,0,0.0,0.1,0.0,0.30072,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1075,29,25/05/19,13:03:36,M0,F0,724684.1298563378,7704372.191188173,-20.746825166666667,-42.842099166666664,0.55,1.38,0,0.0,0.1,0.0,0.301,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1076,29,25/05/19,13:03:37,M0,F0,724684.2290884259,7704371.820702262,-20.7468285,-42.842098166666666,0,1.29,0,0.0,0.1,0.0,0.30128,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1077,29,25/05/19,13:03:38,M0,F0,724684.4850513025,7704371.485040452,-20.7468315,-42.842095666666665,0,1.29,0,0.0,0.1,0.0,0.30156,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1078,29,25/05/19,13:03:39,M0,F0,724684.5358990096,7704371.392071396,-20.746832333333334,-42.84209516666667,0,1.29,0,0.0,0.1,0.0,0.30184,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1079,29,25/05/19,13:03:40,M0,F0,724684.5361453433,7704371.410526177,-20.746832166666668,-42.84209516666667,0,1.29,0,0.0,0.1,0.0,0.30212,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1080,29,25/05/19,13:03:41,M0,F0,724684.4314939256,7704371.375006923,-20.7468325,-42.842096166666664,0,1.29,0,0.0,0.1,0.0,0.3024,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1081,29,25/05/19,13:03:42,M0,F0,724684.3791682159,7704371.357247297,-20.746832666666666,-42.84209666666667,0,1.29,0,0.0,0.1,0.0,0.30268,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1082,29,25/05/19,13:03:43,M0,F0,724684.2918765909,7704371.321496324,-20.746833,-42.8420975,0,1.29,0,0.0,0.1,0.0,0.30296,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1083,29,25/05/19,13:03:44,M0,F0,724684.2397972157,7704371.322191477,-20.746833,-42.842098,0,1.29,0,0.0,0.1,0.0,0.30324,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1084,29,25/05/19,13:03:45,M0,F0,724684.2224374244,7704371.322423194,-20.746833,-42.842098166666666,0.65,1.29,0,0.0,0.1,0.0,0.30352,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1085,30,25/05/19,13:03:46,M0,F0,724684.3045560451,7704370.97062378,-20.746836166666668,-42.842097333333335,0.78,1.29,0,0.0,0.1,0.0,0.3038,0.0,0.75,28,90,0.0,0.0,MAP,OFF,OFF,0.0,0.0,0
1086,30,25/05/19,13:03:47,M0,F0,724684.6776034306,7704370.301153894,-20.746842166666667,-42.84209366666666,0.81,1.3,40000,0.0,0.1,0.0,0.30408,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,43.62887,0.31,0
1087,30,25/05/19,13:03:48,M0,F0,724684.9966007383,7704369.484740908,-20.7468495,-42.8420905,0.84,1.3,40000,0.0,0.1,0.0,0.30436,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,44.59864,0.32,0
1088,30,25/05/19,13:03:49,M0,F0,724685.3153516751,7704368.649873133,-20.746857,-42.84208733333333,0.84,1.3,40000,0.0,0.1,0.0,0.30464,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,45.56841,0.33,0
1089,30,25/05/19,13:03:50,M0,F0,724685.7729808821,7704367.813151591,-20.7468645,-42.842082833333336,0.87,1.3,40000,0.0,0.1,0.0,0.30492,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,46.53818,0.34,0
1090,30,25/05/19,13:03:51,M0,F0,724686.1447964476,7704367.051407755,-20.746871333333335,-42.842079166666664,0.88,1.3,40000,0.0,0.1,0.0,0.3052,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,47.50795,0.35,0
1091,30,25/05/19,13:03:52,M0,F0,724686.567459653,7704366.1966948435,-20.746879,-42.842075,0.91,1.3,40000,0.0,0.1,0.0,0.30548,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,47.50795,0.35,0
1092,30,25/05/19,13:03:53,M0,F0,724686.9896301371,7704365.305072354,-20.746887,-42.84207083333333,0.92,1.38,40000,0.0,0.1,0.0,0.30576,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,48.47772,0.36,0
1093,30,25/05/19,13:03:54,M0,F0,724687.42768233,7704364.302489444,-20.746896,-42.8420665,0.93,1.38,40000,0.0,0.1,0.0,0.30604,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,48.47772,0.36,0
1094,30,25/05/19,13:03:55,M0,F0,724687.8838332647,7704363.3550391365,-20.7469045,-42.842062,0.94,1.38,40000,0.0,0.1,0.0,0.30632,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,49.44749,0.37,0
1095,30,25/05/19,13:03:56,M0,F0,724688.2377961554,7704362.556617394,-20.746911666666666,-42.8420585,0.95,1.38,40000,0.0,0.1,0.0,0.3066,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,49.44749,0.37,0
1096,30,25/05/19,13:03:57,M0,F0,724688.7633861159,7704361.608240161,-20.746920166666666,-42.84205333333333,0.96,1.38,40000,0.0,0.1,0.0,0.30688,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,49.44749,0.37,0
1097,30,25/05/19,13:03:58,M0,F0,724689.2706308702,7704360.586275506,-20.746929333333334,-42.84204833333333,0.97,1.38,40000,0.0,0.1,0.0,0.30716,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,50.41726,0.38,0
1098,30,25/05/19,13:03:59,M0,F0,724689.7964670414,7704359.656353009,-20.746937666666668,-42.84204316666667,0.97,1.38,40000,0.0,0.1,0.0,0.30744,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,50.41726,0.38,0
1099,30,25/05/19,13:04:00,M0,F0,724690.3051897128,7704358.745116996,-20.746945833333335,-42.84203816666667,0.98,1.38,40000,0.0,0.1,0.0,0.30772,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,50.41726,0.38,0
1100,30,25/05/19,13:04:01,M0,F0,724690.6752804402,7704357.854189547,-20.746953833333333,-42.8420345,0.98,1.3,40000,0.0,0.1,0.0,0.308,0.0,0.75,28,90,3.3,0.0,MAP,OFF,OFF,50.41726,0.38,0
1101,30,25/05/19,13:04:02,M0,F0,724691.0456174657,7704356.981716866,-20.746961666666667,-42.84203083333333,0.98,1.49,60000,0.0,0.1,0.0,0.30828,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1102,31,25/05/19,13:04:03,M0,F0,724691.5196204223,7704356.0709442515,-20.746969833333335,-42.84202616666666,0.98,1.49,60000,0.0,0.1,0.0,0.30856,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1103,31,25/05/19,13:04:04,M0,F0,724691.9591501148,7704355.179089855,-20.746977833333332,-42.842021833333334,0.98,1.38,60000,0.0,0.1,0.0,0.30884,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1104,31,25/05/19,13:04:05,M0,F0,724692.4507590819,7704354.286540257,-20.746985833333333,-42.842017,0.98,1.38,60000,0.0,0.1,0.0,0.30912,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1105,31,25/05/19,13:04:06,M0,F0,724692.9949400045,7704353.430205017,-20.7469935,-42.842011666666664,0.98,1.3,60000,0.0,0.1,0.0,0.3094,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1106,31,25/05/19,13:04:07,M0,F0,724693.4858098198,7704352.482291034,-20.747002,-42.842006833333336,0.98,1.38,60000,0.0,0.1,0.0,0.30968,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1107,31,25/05/19,13:04:08,M0,F0,724694.0121381587,7704351.589277916,-20.74701,-42.84200166666667,0.99,1.38,60000,0.0,0.1,0.0,0.30996,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1108,31,25/05/19,13:04:09,M0,F0,724694.4519139285,7704350.715878207,-20.747017833333334,-42.84199733333333,0.99,1.38,60000,0.0,0.1,0.0,0.31024,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1109,31,25/05/19,13:04:10,M0,F0,724694.9085567234,7704349.805337189,-20.747025999999998,-42.841992833333336,0.99,1.38,60000,0.0,0.1,0.0,0.31052,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1110,31,25/05/19,13:04:11,M0,F0,724695.4170324251,7704348.875646176,-20.747034333333332,-42.841987833333334,0.99,1.38,60000,0.0,0.1,0.0,0.3108,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1111,31,25/05/19,13:04:12,M0,F0,724695.926493462,7704348.019774269,-20.747042,-42.84198283333333,0.99,1.3,60000,0.0,0.1,0.0,0.31108,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1112,31,25/05/19,13:04:13,M0,F0,724696.470920329,7704347.181893658,-20.7470495,-42.8419775,0.99,1.3,60000,0.0,0.1,0.0,0.31136,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1113,31,25/05/19,13:04:14,M0,F0,724697.0825690529,7704346.176993054,-20.7470585,-42.8419715,0.99,1.3,60000,0.0,0.1,0.0,0.31164,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1114,31,25/05/19,13:04:15,M0,F0,724697.6262567431,7704345.283748047,-20.7470665,-42.841966166666666,0.99,1.3,60000,0.0,0.1,0.0,0.31192,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1115,31,25/05/19,13:04:16,M0,F0,724698.2215309625,7704344.352898249,-20.747074833333333,-42.84196033333333,0.99,1.3,60000,0.0,0.1,0.0,0.3122,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1116,31,25/05/19,13:04:17,M0,F0,724698.9229345208,7704343.568296268,-20.747081833333333,-42.8419535,0.99,1.3,60000,0.0,0.1,0.0,0.31248,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1117,31,25/05/19,13:04:18,M0,F0,724699.6593038942,7704342.80168556,-20.747088666666667,-42.84194633333333,0.99,1.3,60000,0.0,0.1,0.0,0.31276,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1118,31,25/05/19,13:04:19,M0,F0,724700.344579328,7704342.109589153,-20.747094833333332,-42.84193966666667,0.99,1.3,60000,0.0,0.1,0.0,0.31304,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,69.81266,0.58,0
1119,31,25/05/19,13:04:20,M0,F0,724700.8014678875,7704341.217502697,-20.747102833333333,-42.841935166666666,1.0,1.46,60000,0.0,0.1,0.0,0.31332,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,70.78243,0.59,0
1120,31,25/05/19,13:04:21,M0,F0,724701.3072330528,7704340.084808838,-20.747113,-42.841930166666664,1.0,1.3,60000,0.0,0.1,0.0,0.3136,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,70.78243,0.59,0
1121,31,25/05/19,13:04:22,M0,F0,724701.9188811992,7704339.079907999,-20.747122,-42.841924166666665,0.99,1.3,60000,0.0,0.1,0.0,0.31388,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,70.78243,0.59,0
1122,31,25/05/19,13:04:23,M0,F0,724702.480913563,7704338.260250175,-20.747129333333334,-42.841918666666665,1.0,1.3,60000,0.0,0.1,0.0,0.31416,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,70.78243,0.59,0
1123,31,25/05/19,13:04:24,M0,F0,724703.0082263529,7704337.441055807,-20.747136666666666,-42.8419135,1.0,1.38,60000,0.0,0.1,0.0,0.31444,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,70.78243,0.59,0
1124,31,25/05/19,13:04:25,M0,F0,724703.5707513213,7704336.6583075,-20.747143666666666,-42.841908,1.0,1.38,60000,0.0,0.1,0.0,0.31472,0.0,0.75,28,90,5.0,0.0,MAP,OFF,OFF,70.78243,0.59,0
