Data/Hora,MachineID,FieldID,LatUTM(m),LongUTM(m),Lat(º),Long(º),Speed (m/s),PDOP,GPS Status,PopSeed(Plant/ha),FertRt(kg/ha),FertWgt(kg),Instantanea OpCap(ha/h),Area(ha),Row Spacing(m),Holes, seed_germ (%), SeedByM, FertByM, Seed Mode, Fert Mode
2018-10-22T23:34:59,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:04,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:09,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:14,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:19,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:24,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:29,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:34,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:39,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:44,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:49,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:54,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:35:59,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:04,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:09,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:14,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:19,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:24,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:29,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:34,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:39,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:44,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:49,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:54,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:36:59,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:37:04,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:37:09,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:37:14,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:37:19,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:37:24,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:37:29,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
2018-10-22T23:37:34,0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.75,28,95,0.0,0.0,OFF,OFF
