1534003242.2669728,0
1534003242.2800016,0
1534003242.2917907,0
1534003242.303201,0
1534003242.3177385,0
1534003242.3290803,0
1534003242.3406432,0
1534003242.3523576,0
1534003242.3640745,0
1534003242.378439,0
1534003242.3899758,0
1534003242.4066186,0
1534003242.4181497,0
1534003242.4299865,0
1534003242.4423566,0
1534003242.4537637,0
1534003242.4649947,0
1534003242.4774609,0
1534003242.4887223,0
1534003242.500344,0
1534003242.511875,0
1534003242.52328,0
1534003242.534937,0
1534003242.5463243,0
1534003242.5577111,0
1534003242.5690382,0
1534003242.5804904,0
1534003242.5940838,0
1534003242.6055222,0
1534003242.616718,0
1534003242.6283622,0
1534003242.6399753,0
1534003242.6513546,0
1534003242.66297,0
1534003242.6743577,0
1534003242.6857522,0
1534003242.6969912,0
1534003242.7085674,0
1534003242.7207232,0
1534003242.7338176,0
1534003242.7451622,0
1534003242.7566555,0
1534003242.7683897,0
1534003242.780117,0
1534003242.7918694,0
1534003242.8097107,0
1534003242.822002,0
1534003242.8335814,0
1534003242.8449302,0
1534003242.8566227,0
1534003242.868333,0
1534003242.8800666,0
1534003242.8918815,0
1534003242.9033875,0
1534003242.92069,0
1534003242.9324086,0
1534003242.9449499,0
1534003242.9566708,0
1534003242.968394,0
1534003242.9801216,0
1534003242.9928594,0
1534003243.0046048,0
1534003243.0163116,0
1534003243.0280826,0
1534003243.0398295,0
1534003243.0513299,0
1534003243.0630858,0
1534003243.0771,0
1534003243.0885584,0
1534003243.1003258,0
1534003243.1207519,0
1534003243.1331239,0
1534003243.144652,0
1534003243.1600685,0
1534003243.178014,0
1534003243.1895397,0
1534003243.200881,0
1534003243.212588,0
1534003243.229085,0
1534003243.2406745,0
1534003243.2522573,0
1534003243.2640219,0
1534003243.2757602,0
1534003243.288452,0
1534003243.3003373,0
1534003243.3120732,0
1534003243.3238077,0
1534003243.335301,0
1534003243.3470016,0
1534003243.3588376,0
1534003243.3703501,0
1534003243.381853,0
1534003243.3931968,0
1534003243.4083595,0
1534003243.4201422,0
1534003243.4319775,0
1534003243.4437215,0
1534003243.4625075,0
1534003243.474028,0
1534003243.4855297,0
1534003243.4972994,0
1534003243.508696,0
1534003243.5204256,0
1534003243.5327134,0
1534003243.5444412,0
1534003243.558975,0
1534003243.5705056,0
1534003243.5882654,0
1534003243.601711,0
1534003243.6130567,0
1534003243.6246088,0
1534003243.6363332,0
1534003243.6480842,0
1534003243.661287,0
1534003243.672658,0
1534003243.6903086,0
1534003243.7018702,0
1534003243.7132084,0
1534003243.7246587,0
1534003243.7363815,0
1534003243.7481158,0
1534003243.7631326,0
1534003243.7748103,0
1534003243.7959,0
1534003243.807706,0
1534003243.8215241,0
1534003243.8328824,0
1534003243.8445568,0
1534003243.856278,0
1534003243.8680234,0
1534003243.8797646,0
1534003243.8968387,0
1534003243.9085956,0
1534003243.925411,0
1534003243.9367802,0
1534003243.9484587,0
1534003243.960245,0
1534003243.971989,0
1534003243.983728,0
1534003243.9952276,0
1534003244.0068524,0
1534003244.0183783,0
1534003244.029888,0
1534003244.0413415,0
1534003244.052749,0
